id,name,type_1,type_2,ability_1,ability_2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,weight_kg,height_m,bst,physical_bulk,special_bulk,atk_spatk_ratio,offensive_stat_sum,defensive_stat_sum,effective_bst,bst_efficiency,speed_tier,cluster_id,assigned_role
960,wiglett,water,,gooey,rattled,sand-veil,10,55,25,35,25,95,1.8,1.2,245,250,250,1.5714281224491078,185,60,210,0.8571428571428571,2,4,Physical Sweeper
961,wugtrio,water,,gooey,rattled,sand-veil,35,100,50,50,70,120,5.4,1.2,425,1750,2450,1.99999960000008,270,155,375,0.8823529411764706,4,0,Physical Sweeper
962,bombirdier,dark,flying,big-pecks,keen-eye,rocky-payload,70,103,85,60,85,82,42.9,1.5,485,5950,5950,1.716666380555603,245,240,425,0.8762886597938144,2,1,Physical Sweeper
963,finizen,water,,water-veil,,,70,45,40,45,40,75,60.2,1.3,315,2800,2800,0.9999997777778272,165,150,270,0.8571428571428571,1,4,Support
964,palafin-zero,water,,zero-to-hero,,,100,70,72,53,62,100,60.2,1.3,457,7200,6200,1.320754467782176,223,234,404,0.8840262582056893,3,0,Physical Sweeper
965,varoom,poison,steel,overcoat,slow-start,,45,70,63,30,45,47,35.0,1.0,300,2835,2025,2.333332555555814,147,153,270,0.9,0,4,Support
966,revavroom,poison,steel,overcoat,filter,,80,119,90,54,67,90,120.0,1.8,500,7200,5360,2.2037032956105005,263,237,446,0.892,2,3,Physical Sweeper
967,cyclizar,dragon,normal,shed-skin,regenerator,,70,95,65,85,65,121,63.0,1.6,501,4550,4550,1.1176469273356555,301,200,416,0.8303393213572854,4,0,Hybrid Offense
968,orthworm,steel,,earth-eater,sand-veil,,70,85,145,60,55,65,310.0,2.5,480,10150,3850,1.416666430555595,210,270,420,0.875,1,3,Tank/Wall
969,glimmet,poison,rock,toxic-debris,corrosion,,48,35,42,105,60,60,8.0,0.7,350,2016,2880,0.3333333015873046,200,150,315,0.9,1,4,Support
970,glimmora,poison,rock,toxic-debris,corrosion,,83,55,90,130,81,86,45.0,1.5,525,7470,6723,0.4230768905325469,271,254,470,0.8952380952380953,2,7,Special Sweeper
971,greavard,ghost,,pickup,fluffy,,50,61,60,30,55,34,35.0,0.6,290,3000,2750,2.033332655555782,125,165,260,0.896551724137931,0,4,Support
972,houndstone,ghost,,sand-rush,fluffy,,72,101,100,50,97,68,15.0,2.0,488,7200,6984,2.0199995960000807,219,269,438,0.8975409836065574,1,3,Tank/Wall
973,flamigo,fighting,flying,scrappy,tangled-feet,costar,82,115,74,75,64,90,37.0,1.6,500,6068,5248,1.533333128888916,280,220,425,0.85,2,1,Physical Sweeper
974,cetoddle,ice,,thick-fat,snow-cloak,sheer-force,108,68,45,30,40,43,45.0,1.2,334,4860,4320,2.266665911111363,141,193,304,0.9101796407185628,0,4,Support
975,cetitan,ice,,thick-fat,slush-rush,sheer-force,170,113,65,45,55,73,700.0,4.5,521,11050,9350,2.5111105530865436,231,290,476,0.9136276391554704,1,3,Tank/Wall
976,veluza,psychic,water,mold-breaker,sharpness,,90,102,73,78,65,70,90.0,2.5,478,6570,5850,1.3076921400394692,250,228,400,0.8368200836820083,1,1,Bulky Offense
977,dondozo,water,,unaware,oblivious,water-veil,150,100,115,65,65,35,220.0,12.0,530,17250,9750,1.5384613017751845,200,330,465,0.8773584905660378,0,3,Tank/Wall
978,tatsugiri-curly,dragon,water,commander,storm-drain,,68,50,60,120,95,82,8.0,0.3,475,4080,6460,0.4166666319444473,252,223,425,0.8947368421052632,2,1,Special Sweeper
979,annihilape,fighting,ghost,vital-spirit,inner-focus,defiant,110,115,80,50,90,90,56.0,1.2,535,8800,9900,2.299999540000092,255,280,485,0.9065420560747663,2,3,Physical Sweeper
980,clodsire,ground,poison,poison-point,water-absorb,unaware,130,75,60,45,100,20,223.0,1.8,430,7800,13000,1.6666662962963783,140,290,385,0.8953488372093024,0,7,Tank/Wall
981,farigiraf,normal,psychic,cud-chew,armor-tail,sap-sipper,120,90,70,110,70,60,160.0,3.2,520,8400,8400,0.8181817438016596,260,260,430,0.8269230769230769,1,7,Bulky Offense
982,dudunsparce-two-segment,normal,,serene-grace,run-away,rattled,125,100,80,85,75,55,39.2,3.6,520,10000,9375,1.1764704498270058,240,280,435,0.8365384615384616,1,7,Tank/Wall
983,kingambit,dark,steel,defiant,supreme-overlord,pressure,100,135,120,60,85,50,120.0,2.0,550,12000,8500,2.2499996250000622,245,305,490,0.8909090909090909,1,3,Tank/Wall
984,great-tusk,fighting,ground,protosynthesis,,,115,131,131,53,53,87,320.0,2.2,570,15065,6095,2.4716976468495004,271,299,517,0.9070175438596492,2,3,Physical Sweeper
985,scream-tail,fairy,psychic,protosynthesis,,,115,65,99,65,115,111,8.0,1.2,570,11385,13225,0.9999998461538696,241,329,505,0.8859649122807017,3,2,Hybrid Offense
986,brute-bonnet,dark,grass,protosynthesis,,,111,127,99,79,99,55,21.0,1.2,570,10989,10989,1.6075947332158564,261,309,491,0.8614035087719298,1,3,Tank/Wall
987,flutter-mane,fairy,ghost,protosynthesis,,,55,55,55,135,135,135,4.0,1.4,570,3025,7425,0.4074073772290831,325,245,515,0.9035087719298246,4,0,Special Sweeper
988,slither-wing,bug,fighting,protosynthesis,,,85,135,79,85,105,81,92.0,3.2,570,6715,8925,1.588235107266458,301,269,485,0.8508771929824561,2,2,Physical Sweeper
989,sandy-shocks,electric,ground,protosynthesis,,,85,81,97,121,85,101,60.0,2.3,570,8245,7225,0.6694214322792205,303,267,489,0.8578947368421053,3,0,Special Sweeper
990,iron-treads,ground,steel,quark-drive,,,90,112,120,72,70,106,240.0,0.9,570,10800,6300,1.5555553395062027,290,280,498,0.8736842105263158,3,2,Physical Sweeper
991,iron-bundle,ice,water,quark-drive,,,56,80,114,124,60,136,11.0,0.6,570,6384,3360,0.6451612382934485,340,230,490,0.8596491228070176,4,0,Special Sweeper
992,iron-hands,electric,fighting,quark-drive,,,154,140,108,50,68,50,380.7,1.8,570,16632,10472,2.799999440000112,240,330,520,0.912280701754386,1,3,Tank/Wall
993,iron-jugulis,dark,flying,quark-drive,,,94,80,86,122,80,108,111.0,1.3,570,8084,7520,0.6557376511690449,310,260,490,0.8596491228070176,3,0,Special Sweeper
994,iron-moth,fire,poison,quark-drive,,,80,70,60,140,110,110,36.0,1.2,570,4800,8800,0.4999999642857168,320,250,500,0.8771929824561403,3,0,Special Sweeper
995,iron-thorns,electric,rock,quark-drive,,,100,134,110,70,84,72,303.0,1.6,570,11000,8400,1.9142854408163656,276,294,500,0.8771929824561403,1,3,Bulky Offense
996,frigibax,dragon,ice,thermal-exchange,ice-body,,65,75,45,35,45,55,17.0,0.5,320,2925,2925,2.142856530612419,165,155,285,0.890625,1,4,Support
997,arctibax,dragon,ice,thermal-exchange,ice-body,,90,95,66,45,65,62,30.0,0.8,423,5940,5850,2.111110641975413,202,221,378,0.8936170212765957,1,3,Support
998,baxcalibur,dragon,ice,thermal-exchange,ice-body,,115,145,92,75,86,87,210.0,2.1,600,10580,9890,1.9333330755555895,307,293,525,0.875,2,2,Physical Sweeper
999,gimmighoul,ghost,,rattled,,,45,30,70,75,70,10,5.0,0.3,300,3150,3150,0.3999999466666737,115,185,270,0.9,0,4,Support
1000,gholdengo,ghost,steel,good-as-gold,,,87,60,95,133,91,84,30.0,1.2,550,8265,7917,0.4511277856294898,277,273,490,0.8909090909090909,2,7,Special Sweeper
1001,wo-chien,dark,grass,tablets-of-ruin,,,85,85,100,95,135,70,74.2,1.5,570,8500,11475,0.8947367479224475,250,320,485,0.8508771929824561,1,7,Tank/Wall
1002,chien-pao,dark,ice,sword-of-ruin,,,80,120,80,90,65,135,152.2,1.9,570,6400,5200,1.3333331851852015,345,225,480,0.8421052631578947,4,0,Physical Sweeper
1003,ting-lu,dark,ground,vessel-of-ruin,,,155,110,125,55,80,45,699.7,2.7,570,19375,12400,1.9999996363637025,210,360,515,0.9035087719298246,0,3,Tank/Wall
1004,chi-yu,dark,fire,beads-of-ruin,,,55,80,80,135,120,100,4.9,0.4,570,4400,6600,0.5925925486968482,315,255,490,0.8596491228070176,3,0,Special Sweeper
1005,roaring-moon,dark,dragon,protosynthesis,,,105,139,71,55,101,119,380.0,2.0,590,7455,10605,2.5272722677686783,313,277,535,0.9067796610169492,3,2,Physical Sweeper
1006,iron-valiant,fairy,fighting,quark-drive,,,74,130,90,120,60,116,35.0,1.4,590,6660,4440,1.083333243055563,366,224,470,0.7966101694915254,3,0,Hybrid Offense
1007,koraidon,dragon,fighting,orichalcum-pulse,,,100,135,115,85,100,135,303.0,2.5,670,11500,10000,1.588235107266458,355,315,585,0.8731343283582089,4,2,Physical Sweeper
1008,miraidon,dragon,electric,hadron-engine,,,100,85,100,135,115,135,240.0,3.5,670,10000,11500,0.6296295829904013,355,315,585,0.8731343283582089,4,2,Special Sweeper
1009,walking-wake,dragon,water,protosynthesis,,,99,83,91,125,83,109,280.0,3.5,590,9009,8217,0.6639999468800042,317,273,507,0.8593220338983051,3,2,Special Sweeper
1010,iron-leaves,grass,psychic,quark-drive,,,90,130,88,70,108,104,125.0,1.5,590,7920,9720,1.8571425918367723,304,286,520,0.8813559322033898,3,2,Physical Sweeper
1011,dipplin,dragon,grass,supersweet-syrup,gluttony,sticky-hold,80,80,110,95,80,40,9.7,0.4,485,8800,6400,0.8421051745152448,215,270,405,0.8350515463917526,0,7,Tank/Wall
1012,poltchageist,ghost,grass,hospitality,heatproof,,40,45,45,74,54,50,1.1,0.1,308,1800,2160,0.6081080259313478,169,139,263,0.8538961038961039,1,4,Support
1013,sinistcha,ghost,grass,hospitality,heatproof,,71,60,106,121,80,70,2.2,0.2,508,7526,5680,0.4958677276142373,251,257,448,0.8818897637795275,1,7,Bulky Offense
1014,okidogi,fighting,poison,toxic-chain,guard-dog,,88,128,115,58,86,80,92.2,1.8,555,10120,7568,2.206896171224798,266,289,497,0.8954954954954955,2,3,Physical Sweeper
1015,munkidori,poison,psychic,toxic-chain,frisk,,88,75,66,130,90,106,12.2,1.0,555,5808,7920,0.5769230325443822,311,244,480,0.8648648648648649,3,0,Special Sweeper
1016,fezandipiti,fairy,poison,toxic-chain,technician,,88,91,82,70,125,99,30.1,1.4,555,7216,11000,1.2999998142857407,260,295,485,0.8738738738738738,2,2,Physical Sweeper
1017,ogerpon,grass,,defiant,,,80,120,84,60,96,110,39.8,1.2,550,6720,7680,1.999999666666722,290,260,490,0.8909090909090909,3,0,Physical Sweeper
1018,archaludon,dragon,steel,stamina,sturdy,stalwart,90,105,130,125,65,85,60.0,2.0,600,11700,5850,0.8399999328000054,315,285,495,0.825,2,2,Special Sweeper
1019,hydrapple,dragon,grass,supersweet-syrup,regenerator,sticky-hold,106,80,110,120,80,44,93.0,1.8,540,11660,8480,0.6666666111111157,244,296,460,0.8518518518518519,0,7,Tank/Wall
1020,gouging-fire,dragon,fire,protosynthesis,,,105,115,121,65,93,91,590.0,3.5,590,12705,9765,1.7692304970414618,271,319,525,0.8898305084745762,2,2,Physical Sweeper
1021,raging-bolt,dragon,electric,protosynthesis,,,125,73,91,137,89,75,480.0,5.2,590,11375,11125,0.5328466764345492,285,305,517,0.8762711864406779,1,2,Bulky Offense
1022,iron-boulder,psychic,rock,quark-drive,,,90,120,80,68,108,124,162.5,1.5,590,7200,9720,1.7647056228374085,312,278,522,0.8847457627118644,4,0,Physical Sweeper
1023,iron-crown,psychic,steel,quark-drive,,,90,72,100,122,108,98,156.0,1.6,590,9000,9720,0.5901638860521404,292,298,518,0.8779661016949153,2,2,Special Sweeper
1024,terapagos,normal,,tera-shift,,,90,65,85,65,85,60,6.5,0.2,450,7650,7650,0.9999998461538696,190,260,385,0.8555555555555555,1,7,Tank/Wall
1025,pecharunt,ghost,poison,poison-puppeteer,,,88,88,160,88,88,88,0.3,0.3,600,14080,7744,0.9999998863636492,264,336,512,0.8533333333333334,2,2,Hybrid Offense
10001,deoxys-attack,psychic,,pressure,,,50,180,20,180,20,150,60.8,1.7,600,1000,1000,0.9999999444444476,510,90,420,0.7,4,0,Hybrid Offense
10002,deoxys-defense,psychic,,pressure,,,50,70,160,70,160,90,60.8,1.7,600,8000,8000,0.9999998571428776,230,370,530,0.8833333333333333,2,7,Hybrid Offense
10003,deoxys-speed,psychic,,pressure,,,50,95,90,95,90,180,60.8,1.7,600,4500,4500,0.9999998947368532,370,230,505,0.8416666666666667,4,0,Hybrid Offense
10004,wormadam-sandy,bug,ground,anticipation,overcoat,,60,79,105,59,85,36,6.5,0.5,424,6300,5100,1.3389828239012165,174,250,365,0.8608490566037735,0,7,Tank/Wall
10005,wormadam-trash,bug,steel,anticipation,overcoat,,60,69,95,69,95,36,6.5,0.5,424,5700,5700,0.9999998550724848,174,250,355,0.8372641509433962,0,7,Tank/Wall
10006,shaymin-sky,flying,grass,serene-grace,,,100,103,75,120,75,127,5.2,0.4,600,7500,7500,0.8583332618055615,350,250,497,0.8283333333333334,4,0,Hybrid Offense
10007,giratina-origin,dragon,ghost,levitate,,,150,120,100,120,100,90,650.0,6.9,680,15000,15000,0.9999999166666736,330,350,560,0.8235294117647058,2,2,Hybrid Offense
10008,rotom-heat,electric,fire,levitate,,,50,65,107,105,107,86,0.3,0.3,520,5350,5350,0.6190475600907085,256,264,455,0.875,2,1,Special Sweeper
10009,rotom-wash,electric,water,levitate,,,50,65,107,105,107,86,0.3,0.3,520,5350,5350,0.6190475600907085,256,264,455,0.875,2,1,Special Sweeper
10010,rotom-frost,electric,ice,levitate,,,50,65,107,105,107,86,0.3,0.3,520,5350,5350,0.6190475600907085,256,264,455,0.875,2,1,Special Sweeper
10011,rotom-fan,electric,flying,levitate,,,50,65,107,105,107,86,0.3,0.3,520,5350,5350,0.6190475600907085,256,264,455,0.875,2,1,Special Sweeper
10012,rotom-mow,electric,grass,levitate,,,50,65,107,105,107,86,0.3,0.3,520,5350,5350,0.6190475600907085,256,264,455,0.875,2,1,Special Sweeper
10013,castform-sunny,fire,,forecast,,,70,70,70,70,70,70,0.8,0.3,420,4900,4900,0.9999998571428776,210,210,350,0.8333333333333334,1,1,Support
10014,castform-rainy,water,,forecast,,,70,70,70,70,70,70,0.8,0.3,420,4900,4900,0.9999998571428776,210,210,350,0.8333333333333334,1,1,Support
10015,castform-snowy,ice,,forecast,,,70,70,70,70,70,70,0.8,0.3,420,4900,4900,0.9999998571428776,210,210,350,0.8333333333333334,1,1,Support
10017,darmanitan-zen,fire,psychic,sheer-force,zen-mode,,105,30,105,140,105,55,92.9,1.3,540,11025,11025,0.2142856989795929,225,315,510,0.9444444444444444,1,7,Tank/Wall
10018,meloetta-pirouette,fighting,normal,serene-grace,,,100,128,90,77,77,128,6.5,0.6,600,9000,7700,1.6623374464496825,333,267,523,0.8716666666666667,4,0,Physical Sweeper
10019,tornadus-therian,flying,,regenerator,,,79,100,80,110,90,121,63.0,1.4,580,6320,7110,0.9090908264462884,331,249,480,0.8275862068965517,4,0,Hybrid Offense
10020,thundurus-therian,electric,flying,volt-absorb,,,79,105,70,145,80,101,61.0,3.0,580,5530,6320,0.7241378810939392,351,229,475,0.8189655172413793,3,0,Special Sweeper
10021,landorus-therian,flying,ground,intimidate,,,89,145,90,105,80,91,68.0,1.3,600,8010,7120,1.380952249433119,341,259,495,0.825,2,0,Physical Sweeper
10022,kyurem-black,dragon,ice,teravolt,,,125,170,100,120,90,95,325.0,3.3,700,12500,11250,1.416666548611121,385,315,580,0.8285714285714286,2,2,Physical Sweeper
10023,kyurem-white,dragon,ice,turboblaze,,,125,120,90,170,100,95,325.0,3.6,700,11250,12500,0.7058823114186875,385,315,580,0.8285714285714286,2,2,Special Sweeper
10026,aegislash-blade,ghost,steel,stance-change,,,60,140,50,140,50,60,53.0,1.7,500,3000,3000,0.9999999285714336,340,160,360,0.72,1,1,Support
10027,pumpkaboo-small,ghost,grass,pickup,frisk,insomnia,44,66,70,44,55,56,3.5,0.3,335,3080,2420,1.4999996590909863,166,169,291,0.8686567164179104,1,4,Support
10028,pumpkaboo-large,ghost,grass,pickup,frisk,insomnia,54,66,70,44,55,46,7.5,0.5,335,3780,2970,1.4999996590909863,156,179,291,0.8686567164179104,0,4,Support
10029,pumpkaboo-super,ghost,grass,pickup,frisk,insomnia,59,66,70,44,55,41,15.0,0.8,335,4130,3245,1.4999996590909863,151,184,291,0.8686567164179104,0,4,Support
10030,gourgeist-small,ghost,grass,pickup,frisk,insomnia,55,85,122,58,75,99,9.5,0.7,494,6710,4125,1.4655169887039674,242,252,436,0.8825910931174089,2,1,Physical Sweeper
10031,gourgeist-large,ghost,grass,pickup,frisk,insomnia,75,95,122,58,75,69,14.0,1.1,494,9150,5625,1.6379307520809048,222,272,436,0.8825910931174089,1,3,Tank/Wall
10032,gourgeist-super,ghost,grass,pickup,frisk,insomnia,85,100,122,58,75,54,39.0,1.7,494,10370,6375,1.7241376337693737,212,282,436,0.8825910931174089,1,3,Tank/Wall
10033,venusaur-mega,grass,poison,thick-fat,,,80,100,123,122,120,80,155.5,2.4,625,9840,9600,0.8196720639613062,302,323,525,0.84,2,2,Special Sweeper
10034,charizard-mega-x,dragon,fire,tough-claws,,,78,130,111,130,85,100,110.5,1.7,634,8658,6630,0.999999923076929,360,274,504,0.7949526813880127,3,0,Hybrid Offense
10035,charizard-mega-y,fire,flying,drought,,,78,104,78,159,115,100,100.5,1.7,634,6084,8970,0.6540880091768547,363,271,530,0.8359621451104101,3,0,Special Sweeper
10036,blastoise-mega,water,,mega-launcher,,,79,103,120,135,115,78,101.1,1.6,630,9480,9085,0.7629629064471921,316,314,527,0.8365079365079365,1,2,Bulky Offense
10037,alakazam-mega,psychic,,trace,,,55,50,65,175,105,150,48.0,1.2,600,3575,5775,0.285714269387756,375,225,550,0.9166666666666666,4,0,Special Sweeper
10038,gengar-mega,ghost,poison,shadow-tag,,,60,65,80,170,95,130,40.5,1.4,600,4800,5700,0.3823529186851224,365,235,535,0.8916666666666667,4,0,Special Sweeper
10039,kangaskhan-mega,normal,,parental-bond,,,105,125,100,60,100,100,100.0,2.2,590,10500,10500,2.0833329861111687,285,305,530,0.8983050847457628,3,2,Physical Sweeper
10040,pinsir-mega,bug,flying,aerilate,,,65,155,120,65,90,105,59.0,1.7,600,7800,5850,2.3846150177515355,325,275,535,0.8916666666666667,3,0,Physical Sweeper
10041,gyarados-mega,dark,water,mold-breaker,,,95,155,109,70,130,81,305.0,6.5,640,10355,12350,2.214285397959229,306,334,570,0.890625,2,2,Physical Sweeper
10042,aerodactyl-mega,flying,rock,tough-claws,,,80,135,85,70,95,150,79.0,2.1,615,6800,7600,1.9285711530612637,355,260,545,0.8861788617886179,4,0,Physical Sweeper
10043,mewtwo-mega-x,fighting,psychic,steadfast,,,106,190,100,154,100,130,127.0,2.3,780,10600,10600,1.2337661536515483,474,306,626,0.8025641025641026,4,2,Physical Sweeper
10044,mewtwo-mega-y,psychic,,insomnia,,,106,150,70,194,120,140,33.0,1.5,780,7420,12720,0.7731958364332043,484,296,630,0.8076923076923077,4,2,Special Sweeper
10045,ampharos-mega,dragon,electric,mold-breaker,,,90,95,105,165,110,45,61.5,1.4,610,9450,9900,0.5757575408631793,305,305,515,0.8442622950819673,0,7,Bulky Offense
10046,scizor-mega,bug,steel,technician,,,70,150,140,65,100,75,125.0,2.0,600,9800,7000,2.3076919526627764,290,310,535,0.8916666666666667,1,3,Bulky Offense
10047,heracross-mega,bug,fighting,skill-link,,,80,185,115,40,105,75,62.5,1.7,600,9200,8400,4.624998843750289,300,300,560,0.9333333333333332,1,6,Bulky Offense
10048,houndoom-mega,dark,fire,solar-power,,,75,90,90,140,90,115,49.5,1.9,600,6750,6750,0.6428570969387788,345,255,510,0.85,3,0,Special Sweeper
10049,tyranitar-mega,dark,rock,sand-stream,,,100,164,150,95,120,71,255.0,2.5,700,15000,12000,1.7263156077562518,330,370,605,0.8642857142857143,1,2,Bulky Offense
10050,blaziken-mega,fighting,fire,speed-boost,,,80,160,80,130,80,100,52.0,1.9,630,6400,6400,1.2307691360946815,390,240,500,0.7936507936507936,3,0,Physical Sweeper
10051,gardevoir-mega,fairy,psychic,pixilate,,,68,85,65,165,135,100,48.4,1.6,618,4420,9180,0.515151483930213,350,268,533,0.8624595469255664,3,0,Special Sweeper
10052,mawile-mega,fairy,steel,huge-power,,,50,105,125,55,95,50,23.5,1.0,480,6250,4750,1.909090561983534,210,270,425,0.8854166666666666,1,3,Tank/Wall
10053,aggron-mega,steel,,filter,,,70,140,230,60,80,50,395.0,2.2,630,16100,5600,2.3333329444445092,250,380,570,0.9047619047619048,1,3,Tank/Wall
10054,medicham-mega,fighting,psychic,pure-power,,,60,100,85,80,85,100,31.5,1.3,510,5100,5100,1.2499998437500195,280,230,430,0.8431372549019608,3,0,Physical Sweeper
10055,manectric-mega,electric,,intimidate,,,70,75,80,135,80,135,44.0,1.8,575,5600,5600,0.5555555144032952,345,230,500,0.8695652173913043,4,0,Special Sweeper
10056,banette-mega,ghost,,prankster,,,64,165,75,93,83,75,13.0,1.2,555,4800,5312,1.7741933576136173,333,222,462,0.8324324324324325,1,1,Bulky Offense
10057,absol-mega,dark,,magic-bounce,,,65,150,60,115,60,115,49.0,1.2,565,3900,3900,1.3043477126654162,380,185,450,0.7964601769911505,3,0,Physical Sweeper
10058,garchomp-mega,dragon,ground,sand-force,,,108,170,115,120,95,92,95.0,1.9,700,12420,10260,1.416666548611121,382,318,580,0.8285714285714286,2,2,Physical Sweeper
10059,lucario-mega,fighting,steel,adaptability,,,70,145,88,140,70,112,57.5,1.3,625,6160,4900,1.0357142117346991,397,228,485,0.776,3,0,Hybrid Offense
10060,abomasnow-mega,grass,ice,snow-warning,,,90,132,105,132,105,30,185.0,2.7,594,9450,9450,0.99999992424243,294,300,462,0.7777777777777778,0,7,Bulky Offense
10061,floette-eternal,fairy,,flower-veil,symbiosis,,74,65,67,125,128,92,0.9,0.2,551,4958,9472,0.5199999584000033,282,269,486,0.8820326678765881,2,7,Special Sweeper
10062,latias-mega,dragon,psychic,levitate,,,80,100,120,140,150,110,52.0,1.8,700,9600,12000,0.7142856632653097,350,350,600,0.8571428571428571,3,2,Special Sweeper
10063,latios-mega,dragon,psychic,levitate,,,80,130,100,160,120,110,70.0,2.3,700,8000,9600,0.8124999492187531,400,300,570,0.8142857142857143,3,2,Special Sweeper
10064,swampert-mega,ground,water,swift-swim,,,100,150,110,95,110,70,102.0,1.9,635,11000,11000,1.578947202216084,315,320,540,0.8503937007874016,1,2,Bulky Offense
10065,sceptile-mega,dragon,grass,lightning-rod,,,70,110,75,145,85,145,55.2,1.9,630,5250,5950,0.7586206373365078,400,230,520,0.8253968253968254,4,0,Special Sweeper
10066,sableye-mega,dark,ghost,magic-bounce,,,50,85,125,85,115,20,161.0,0.5,480,6250,5750,0.999999882352955,190,290,395,0.8229166666666666,0,7,Tank/Wall
10067,altaria-mega,dragon,fairy,pixilate,,,75,110,110,110,105,80,20.6,1.5,590,8250,7875,0.9999999090909172,300,290,480,0.8135593220338984,2,2,Hybrid Offense
10068,gallade-mega,fighting,psychic,inner-focus,,,68,165,95,65,115,110,56.4,1.6,618,6460,7820,2.538461147929054,340,278,553,0.8948220064724919,3,0,Physical Sweeper
10069,audino-mega,fairy,normal,healer,,,103,60,126,80,126,50,32.0,1.5,545,12978,12978,0.7499999062500117,190,355,485,0.8899082568807339,1,7,Tank/Wall
10070,sharpedo-mega,dark,water,strong-jaw,,,70,140,70,110,65,105,130.3,2.5,560,4900,4550,1.2727271570248038,355,205,450,0.8035714285714286,3,0,Physical Sweeper
10071,slowbro-mega,psychic,water,shell-armor,,,95,75,180,130,80,30,120.0,2.0,590,17100,7600,0.5769230325443822,235,355,515,0.8728813559322034,0,7,Tank/Wall
10072,steelix-mega,ground,steel,sand-force,,,75,125,230,55,95,30,740.0,10.5,610,17250,7125,2.2727268595042074,210,400,555,0.9098360655737704,0,3,Tank/Wall
10073,pidgeot-mega,flying,normal,no-guard,,,83,80,80,135,80,121,50.5,2.2,579,6640,6640,0.5925925486968482,336,243,499,0.8618307426597582,4,0,Special Sweeper
10074,glalie-mega,ice,,refrigerate,,,80,120,80,120,80,100,350.2,2.1,580,6400,6400,0.9999999166666736,340,240,460,0.7931034482758621,3,0,Hybrid Offense
10075,diancie-mega,fairy,rock,magic-bounce,,,50,160,110,160,110,110,27.8,1.1,700,5500,5500,0.999999937500004,430,270,540,0.7714285714285715,3,0,Hybrid Offense
10076,metagross-mega,psychic,steel,tough-claws,,,80,145,150,105,110,110,942.9,2.5,700,12000,8800,1.380952249433119,360,340,595,0.85,3,2,Physical Sweeper
10077,kyogre-primal,water,,primordial-sea,,,100,150,90,180,160,90,430.0,9.8,770,9000,16000,0.8333332870370396,420,350,620,0.8051948051948052,2,2,Special Sweeper
10078,groudon-primal,fire,ground,desolate-land,,,100,180,160,150,90,90,999.7,5.0,770,16000,9000,1.199999920000005,420,350,620,0.8051948051948052,2,2,Physical Sweeper
10079,rayquaza-mega,dragon,flying,delta-stream,,,105,180,100,180,100,115,392.0,10.8,780,10500,10500,0.9999999444444476,475,305,600,0.7692307692307693,3,2,Hybrid Offense
10086,hoopa-unbound,dark,psychic,magician,,,80,160,60,170,130,80,490.0,6.5,680,4800,10400,0.9411764152249168,410,270,520,0.7647058823529411,2,2,Hybrid Offense
10087,camerupt-mega,fire,ground,sheer-force,,,70,120,100,145,105,20,320.5,2.5,560,7000,7350,0.8275861498216448,285,275,440,0.7857142857142857,0,7,Bulky Offense
10088,lopunny-mega,fighting,normal,scrappy,,,65,136,94,54,96,135,28.3,1.3,580,6110,6240,2.5185180521262867,325,255,526,0.906896551724138,4,0,Physical Sweeper
10089,salamence-mega,dragon,flying,aerilate,,,95,145,130,120,90,120,112.6,1.8,700,12350,8550,1.2083332326388974,385,315,580,0.8285714285714286,4,2,Physical Sweeper
10090,beedrill-mega,bug,poison,adaptability,,,65,150,40,15,80,145,40.5,1.4,495,2600,5200,9.99999333333778,310,185,480,0.9696969696969696,4,6,Physical Sweeper
10091,rattata-alola,dark,normal,gluttony,hustle,thick-fat,30,56,35,25,35,72,3.8,0.3,253,1050,1050,2.2399991040003586,153,100,228,0.9011857707509882,1,4,Support
10092,raticate-alola,dark,normal,gluttony,hustle,thick-fat,75,71,70,40,80,77,25.5,0.7,413,5250,6000,1.7749995562501109,188,225,373,0.9031476997578692,1,1,Tank/Wall
10100,raichu-alola,electric,psychic,surge-surfer,,,60,85,50,95,85,110,21.0,0.7,485,3000,5100,0.8947367479224475,290,195,400,0.8247422680412371,3,0,Hybrid Offense
10101,sandshrew-alola,ice,steel,snow-cloak,slush-rush,,50,75,90,10,35,40,40.0,0.7,300,4500,1750,7.4999925000075,125,175,290,0.9666666666666668,0,6,Support
10102,sandslash-alola,ice,steel,snow-cloak,slush-rush,,75,100,120,25,65,65,55.0,1.2,450,9000,4875,3.99999840000064,190,260,425,0.9444444444444444,1,6,Tank/Wall
10103,vulpix-alola,ice,,snow-cloak,snow-warning,,38,41,40,50,65,65,9.9,0.6,299,1520,2470,0.8199998360000328,156,143,258,0.862876254180602,1,4,Support
10104,ninetales-alola,fairy,ice,snow-cloak,snow-warning,,73,67,75,81,100,109,19.9,1.1,505,5475,7300,0.8271603917085936,257,248,438,0.8673267326732673,3,0,Special Sweeper
10105,diglett-alola,ground,steel,sand-veil,tangling-hair,sand-force,10,55,30,35,45,90,1.0,0.2,265,300,450,1.5714281224491078,180,85,230,0.8679245283018868,2,4,Physical Sweeper
10106,dugtrio-alola,ground,steel,sand-veil,tangling-hair,sand-force,35,100,60,50,70,110,66.6,0.7,425,2100,2450,1.99999960000008,260,165,375,0.8823529411764706,3,1,Physical Sweeper
