id,name,type_1,type_2,ability_1,ability_2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,weight_kg,height_m,bst,physical_bulk,special_bulk,atk_spatk_ratio,offensive_stat_sum,defensive_stat_sum,bst_efficiency,speed_tier
577,solosis,psychic,,overcoat,magic-guard,regenerator,45,30,40,105,50,20,1.0,0.3,290,1800,2250,0.28571425850340393,155,135,1.0,0
578,duosion,psychic,,overcoat,magic-guard,regenerator,65,40,50,125,60,30,8.0,0.6,370,3250,3900,0.31999997440000205,195,175,1.0,0
579,reuniclus,psychic,,overcoat,magic-guard,regenerator,110,65,75,125,85,30,20.1,1.0,490,8250,9350,0.5199999584000033,220,270,1.0,0
580,ducklett,water,flying,keen-eye,big-pecks,hydration,62,44,50,44,50,55,5.5,0.5,305,3100,3100,0.9999997727273243,143,162,1.0,1
581,swanna,water,flying,keen-eye,big-pecks,hydration,75,87,63,87,63,98,24.2,1.3,473,4725,4725,0.9999998850574845,272,201,1.0,2
582,vanillite,ice,,ice-body,snow-cloak,weak-armor,36,50,50,65,60,44,5.7,0.4,305,1800,2160,0.7692306508875921,159,146,1.0,0
583,vanillish,ice,,ice-body,snow-cloak,weak-armor,51,65,65,80,75,59,41.0,1.1,395,3315,3825,0.8124998984375127,204,191,1.0,1
584,vanilluxe,ice,,ice-body,snow-warning,weak-armor,71,95,85,110,95,79,57.5,1.3,535,6035,6745,0.8636362851239741,284,251,1.0,1
585,deerling,normal,grass,chlorophyll,sap-sipper,serene-grace,60,60,50,40,50,75,19.5,0.6,335,3000,3000,1.4999996250000935,175,160,1.0,1
586,sawsbuck,normal,grass,chlorophyll,sap-sipper,serene-grace,80,100,70,60,70,95,92.5,1.9,475,5600,5600,1.666666388888935,255,220,1.0,2
587,emolga,electric,flying,static,motor-drive,,55,75,60,75,60,103,5.0,0.4,428,3300,3300,0.9999998666666844,253,175,1.0,3
588,karrablast,bug,,swarm,shed-skin,no-guard,50,75,45,40,45,60,5.9,0.5,315,2250,2250,1.874999531250117,175,140,1.0,1
589,escavalier,bug,steel,swarm,shell-armor,overcoat,70,135,105,60,105,20,33.0,1.0,495,7350,7350,2.2499996250000622,215,280,1.0,0
590,foongus,grass,poison,effect-spore,regenerator,,69,55,45,55,55,15,1.0,0.2,294,3105,3795,0.9999998181818511,125,169,1.0,0
591,amoonguss,grass,poison,effect-spore,regenerator,,114,85,70,85,80,30,10.5,0.6,464,7980,9120,0.999999882352955,200,264,1.0,0
592,frillish-male,water,ghost,water-absorb,cursed-body,damp,55,40,50,65,85,40,33.0,1.2,335,2750,4675,0.6153845207100737,145,190,1.0,0
593,jellicent-male,water,ghost,water-absorb,cursed-body,damp,100,60,70,85,105,60,135.0,2.2,480,7000,10500,0.7058822698962035,205,275,1.0,1
594,alomomola,water,,healer,hydration,regenerator,165,75,80,40,45,65,31.6,1.2,470,13200,7425,1.874999531250117,180,290,1.0,1
595,joltik,bug,electric,compound-eyes,unnerve,swarm,50,47,50,57,50,65,0.6,0.1,319,2500,2500,0.8245612588489019,169,150,1.0,1
596,galvantula,bug,electric,compound-eyes,unnerve,swarm,70,77,60,97,60,108,14.3,0.8,472,4200,4200,0.7938143511531597,282,190,1.0,3
597,ferroseed,grass,steel,iron-barbs,,,44,50,91,24,86,10,18.8,0.6,305,4004,3784,2.0833324652781395,84,221,1.0,0
598,ferrothorn,grass,steel,iron-barbs,anticipation,,74,94,131,54,116,20,110.0,1.0,489,9694,8584,1.740740418381404,168,321,1.0,0
599,klink,steel,,plus,minus,clear-body,40,55,70,45,60,30,21.0,0.3,300,2800,2400,1.2222219506173442,130,170,1.0,0
600,klang,steel,,plus,minus,clear-body,60,80,95,70,85,50,51.0,0.6,440,5700,5100,1.14285697959186,200,240,1.0,1
601,klinklang,steel,,plus,minus,clear-body,60,100,115,70,85,90,81.0,0.6,520,6900,5100,1.428571224489825,260,260,1.0,2
602,tynamo,electric,,levitate,,,35,55,40,45,40,60,0.3,0.2,275,1400,1400,1.2222219506173442,160,115,1.0,1
603,eelektrik,electric,,levitate,,,65,85,70,75,70,40,22.0,1.2,405,4550,4550,1.1333331822222423,200,205,1.0,0
604,eelektross,electric,,levitate,,,85,115,80,105,80,50,80.5,2.1,515,6800,6800,1.0952379909297152,270,245,1.0,1
605,elgyem,psychic,,telepathy,synchronize,analytic,55,55,55,85,55,30,9.0,0.5,335,3025,3025,0.6470587474048533,170,165,1.0,0
606,beheeyem,psychic,,telepathy,synchronize,analytic,75,75,75,125,95,40,34.5,1.0,485,5625,7125,0.5999999520000038,240,245,1.0,0
607,litwick,ghost,fire,flash-fire,flame-body,infiltrator,50,30,55,65,55,20,3.1,0.3,275,2750,2750,0.4615383905325553,115,160,1.0,0
608,lampent,ghost,fire,flash-fire,flame-body,infiltrator,60,40,60,95,60,55,13.0,0.6,370,3600,3600,0.4210525872576224,190,180,1.0,1
609,chandelure,ghost,fire,flash-fire,flame-body,infiltrator,60,55,90,145,90,80,34.3,1.0,520,5400,5400,0.3793103186682539,280,240,1.0,2
610,axew,dragon,,rivalry,mold-breaker,unnerve,46,87,60,30,40,57,18.0,0.6,320,2760,1840,2.8999990333336556,174,146,1.0,1
611,fraxure,dragon,,rivalry,mold-breaker,unnerve,66,117,70,40,50,67,36.0,1.0,410,4620,3300,2.9249992687501827,224,186,1.0,1
612,haxorus,dragon,,rivalry,mold-breaker,unnerve,76,147,90,60,70,97,105.5,1.8,540,6840,5320,2.4499995916667348,304,236,1.0,2
613,cubchoo,ice,,snow-cloak,slush-rush,rattled,55,70,40,60,40,40,8.5,0.5,305,2200,2200,1.1666664722222546,170,135,1.0,0
614,beartic,ice,,snow-cloak,slush-rush,swift-swim,95,130,80,70,80,50,260.0,2.6,505,7600,7600,1.8571425918367725,250,255,1.0,1
615,cryogonal,ice,,levitate,,,80,50,50,95,135,105,148.0,1.1,515,4000,10800,0.526315734072028,250,265,1.0,3
616,shelmet,bug,,hydration,shell-armor,overcoat,50,40,85,40,65,25,7.7,0.4,305,4250,3250,0.9999997500000625,105,200,1.0,0
617,accelgor,bug,,hydration,sticky-hold,unburden,80,70,40,100,60,145,25.3,0.8,495,3200,4800,0.6999999300000069,315,180,1.0,4
618,stunfisk,ground,electric,static,limber,sand-veil,109,66,84,81,99,32,11.0,0.7,471,9156,10791,0.8148147142204056,179,292,1.0,0
619,mienfoo,fighting,,inner-focus,regenerator,reckless,45,85,50,55,50,65,20.0,0.9,350,2250,2250,1.5454542644628608,205,145,1.0,1
620,mienshao,fighting,,inner-focus,regenerator,reckless,65,125,60,95,60,105,35.5,1.4,510,3900,3900,1.31578933518007,325,185,1.0,3
621,druddigon,dragon,,rough-skin,sheer-force,mold-breaker,77,120,90,60,90,48,139.0,1.6,485,6930,6930,1.9999996666667221,228,257,1.0,0
622,golett,ground,ghost,iron-fist,klutz,no-guard,59,74,50,35,50,35,92.0,1.0,303,2950,2950,2.114285110204254,144,159,1.0,0
623,golurk,ground,ghost,iron-fist,klutz,no-guard,89,124,80,55,80,55,330.0,2.8,483,7120,7120,2.2545450446281734,234,249,1.0,1
624,pawniard,dark,steel,defiant,inner-focus,pressure,45,85,70,40,40,60,10.2,0.5,340,3150,1800,2.124999468750133,185,155,1.0,1
625,bisharp,dark,steel,defiant,inner-focus,pressure,65,125,100,60,70,70,70.0,1.6,490,6500,4550,2.0833329861111687,255,235,1.0,1
626,bouffalant,normal,,reckless,sap-sipper,soundproof,95,110,95,40,95,55,94.6,1.6,490,9025,9025,2.749999312500172,205,285,1.0,1
627,rufflet,normal,flying,keen-eye,sheer-force,hustle,70,83,50,37,50,60,10.5,0.5,350,3500,3500,2.2432426369614493,180,170,1.0,1
628,braviary,normal,flying,keen-eye,sheer-force,defiant,100,123,75,57,75,80,41.0,1.5,510,7500,7500,2.1578943582641474,260,250,1.0,2
629,vullaby,dark,flying,big-pecks,overcoat,weak-armor,70,55,75,45,65,60,9.0,0.5,370,5250,4550,1.2222219506173442,160,210,1.0,1
630,mandibuzz,dark,flying,big-pecks,overcoat,weak-armor,110,65,105,55,95,80,39.5,1.2,510,11550,10450,1.1818179669421878,200,310,1.0,2
631,heatmor,fire,,gluttony,flash-fire,white-smoke,85,97,66,105,66,65,58.0,1.4,484,5610,5610,0.9238094358276727,267,217,1.0,1
632,durant,bug,steel,swarm,hustle,truant,58,109,112,48,48,109,33.0,0.3,484,6496,2784,2.270832860243154,266,218,1.0,3
633,deino,dark,dragon,hustle,,,52,65,50,45,50,38,17.3,0.8,300,2600,2600,1.4444441234568615,148,152,1.0,0
634,zweilous,dark,dragon,hustle,,,72,85,70,65,70,58,50.0,1.4,420,5040,5040,1.3076921065089067,208,212,1.0,1
635,hydreigon,dark,dragon,levitate,,,92,105,90,125,90,98,160.0,1.8,600,8280,8280,0.8399999328000054,328,272,1.0,2
636,larvesta,bug,fire,flame-body,swarm,,55,85,55,50,55,60,28.8,1.1,360,3025,3025,1.699999660000068,195,165,1.0,1
637,volcarona,bug,fire,flame-body,swarm,,85,60,65,135,105,100,46.0,1.6,550,5525,8925,0.4444444115226362,295,255,1.0,3
638,cobalion,steel,fighting,justified,,,91,90,129,90,72,108,250.0,2.1,580,11739,6552,0.9999998888889012,288,292,1.0,3
639,terrakion,rock,fighting,justified,,,91,129,90,72,90,108,260.0,1.9,580,8190,8190,1.7916664178241086,309,271,1.0,3
640,virizion,grass,fighting,justified,,,91,90,72,90,129,108,200.0,2.0,580,6552,11739,0.9999998888889012,288,292,1.0,3
641,tornadus-incarnate,flying,,prankster,defiant,,79,115,70,125,80,111,63.0,1.5,580,5530,6320,0.9199999264000058,351,229,1.0,3
642,thundurus-incarnate,electric,flying,prankster,defiant,,79,115,70,125,80,111,61.0,1.5,580,5530,6320,0.9199999264000058,351,229,1.0,3
643,reshiram,dragon,fire,turboblaze,,,100,120,100,150,120,90,330.0,3.2,680,10000,12000,0.7999999466666702,360,320,1.0,2
644,zekrom,dragon,electric,teravolt,,,100,150,120,120,100,90,345.0,2.9,680,12000,10000,1.249999895833342,360,320,1.0,2
645,landorus-incarnate,ground,flying,sand-force,sheer-force,,89,125,90,115,80,101,68.0,1.5,600,8010,7120,1.0869564272211802,341,259,1.0,3
646,kyurem,dragon,ice,pressure,,,125,130,90,130,90,95,325.0,3.0,660,11250,11250,0.999999923076929,355,305,1.0,2
647,keldeo-ordinary,water,fighting,justified,,,91,72,90,129,90,108,48.5,1.4,580,8190,8190,0.5581394916170936,309,271,1.0,3
648,meloetta-aria,normal,psychic,serene-grace,,,100,77,77,128,128,90,6.5,0.6,600,7700,12800,0.6015624530029333,295,305,1.0,2
649,genesect,bug,steel,download,,,71,120,95,120,95,99,82.5,1.5,600,6745,6745,0.9999999166666735,339,261,1.0,2
650,chespin,grass,,overgrow,bulletproof,,56,61,65,48,45,38,9.0,0.4,313,3640,2520,1.270833068576444,147,166,1.0,0
651,quilladin,grass,,overgrow,bulletproof,,61,78,95,56,58,57,29.0,0.7,405,5795,3538,1.3928568941326973,191,214,1.0,1
652,chesnaught,grass,fighting,overgrow,bulletproof,,88,107,122,74,75,64,90.0,1.6,530,10736,6600,1.4459457505478714,245,285,1.0,1
653,fennekin,fire,,blaze,magician,,40,45,40,62,60,60,9.4,0.4,307,1600,2400,0.7258063345473653,167,140,1.0,1
654,braixen,fire,,blaze,magician,,59,59,58,90,70,73,14.5,1.0,409,3422,4130,0.6555554827160575,222,187,1.0,1
655,delphox,fire,psychic,blaze,magician,,75,69,72,114,100,104,39.0,1.5,534,5400,7500,0.605263104801482,287,247,1.0,3
656,froakie,water,,torrent,protean,,41,56,40,62,44,71,7.0,0.3,314,1640,1804,0.9032256607700546,189,125,1.0,1
657,frogadier,water,,torrent,protean,,54,63,52,83,56,97,10.9,0.6,405,2808,3024,0.7590360531281863,243,162,1.0,2
658,greninja,water,dark,torrent,protean,,72,95,67,103,71,122,40.0,1.5,530,4824,5112,0.922330007540776,320,210,1.0,4
659,bunnelby,normal,,pickup,cheek-pouch,huge-power,38,36,38,32,36,57,5.0,0.4,237,1444,1368,1.1249996484376097,125,112,1.0,1
660,diggersby,normal,ground,pickup,cheek-pouch,huge-power,85,56,77,50,77,78,42.4,1.0,423,6545,6545,1.1199997760000446,184,239,1.0,1
661,fletchling,normal,flying,big-pecks,gale-wings,,45,50,43,40,38,62,1.7,0.3,278,1935,1710,1.249999687500078,152,126,1.0,1
662,fletchinder,fire,flying,flame-body,gale-wings,,62,73,55,56,52,84,16.0,0.7,382,3410,3224,1.3035711957908578,213,169,1.0,2
663,talonflame,fire,flying,flame-body,gale-wings,,78,81,71,74,69,126,24.5,1.2,499,5538,5382,1.0945944466764261,281,218,1.0,4
664,scatterbug,bug,,shield-dust,compound-eyes,friend-guard,38,35,40,27,25,35,2.5,0.3,200,1520,950,1.2962958161867348,97,103,1.0,0
665,spewpa,bug,,shed-skin,friend-guard,,45,22,60,27,30,29,8.4,0.3,213,2700,1350,0.8148145130316619,78,135,1.0,0
666,vivillon,bug,flying,shield-dust,compound-eyes,friend-guard,80,52,50,90,50,89,17.0,1.2,411,4000,4000,0.577777713580254,231,180,1.0,2
667,litleo,fire,normal,rivalry,unnerve,moxie,62,50,58,73,54,72,13.5,0.6,369,3596,3348,0.6849314130230941,195,174,1.0,1
668,pyroar-male,fire,normal,rivalry,unnerve,moxie,86,68,72,109,66,106,81.5,1.5,507,6192,5676,0.62385315377494,283,224,1.0,3
669,flabebe,fairy,,flower-veil,symbiosis,,44,38,39,61,79,42,0.1,0.1,303,1716,3476,0.6229507175490626,141,162,1.0,0
670,floette,fairy,,flower-veil,symbiosis,,54,45,47,75,98,52,0.9,0.2,371,2538,5292,0.5999999200000107,172,199,1.0,1
671,florges,fairy,,flower-veil,symbiosis,,78,65,68,112,154,75,10.0,1.1,552,5304,12012,0.5803570910395455,252,300,1.0,1
672,skiddo,grass,,sap-sipper,grass-pelt,,66,65,48,62,57,52,31.0,0.9,350,3168,3762,1.0483869276795277,179,171,1.0,1
673,gogoat,grass,,sap-sipper,grass-pelt,,123,100,62,97,81,68,91.0,1.7,531,7626,9963,1.0309277287703371,265,266,1.0,1
674,pancham,fighting,,iron-fist,mold-breaker,scrappy,67,82,62,46,48,43,8.0,0.6,348,4154,3216,1.7826083081286286,171,177,1.0,0
675,pangoro,fighting,dark,iron-fist,mold-breaker,scrappy,95,124,78,69,71,58,136.0,2.1,495,7410,6745,1.7971011888259145,251,244,1.0,1
676,furfrou,normal,,fur-coat,,,75,80,60,65,90,102,28.0,1.2,472,4500,6750,1.2307690414201473,247,225,1.0,3
677,espurr,psychic,,keen-eye,infiltrator,own-tempo,62,48,54,63,60,68,3.5,0.3,355,3348,3720,0.7619046409675173,179,176,1.0,1
678,meowstic-male,psychic,,keen-eye,infiltrator,prankster,74,48,76,83,81,104,8.5,0.6,466,5624,5994,0.578313183335761,235,231,1.0,3
679,honedge,steel,ghost,no-guard,,,45,80,100,35,37,28,2.0,0.8,325,4500,1665,2.2857136326532475,143,182,1.0,0
680,doublade,steel,ghost,no-guard,,,59,110,150,45,49,35,4.5,0.8,448,8850,2891,2.4444439012346884,190,258,1.0,0
681,aegislash-shield,steel,ghost,stance-change,,,60,50,140,50,140,60,53.0,1.7,500,8400,8400,0.99999980000004,160,340,1.0,1
682,spritzee,fairy,,healer,aroma-veil,,78,52,60,63,65,23,0.5,0.2,341,4680,5070,0.825396694381477,138,203,1.0,0
683,aromatisse,fairy,,healer,aroma-veil,,101,72,72,99,89,29,15.5,0.8,462,7272,8989,0.727272653810843,200,262,1.0,0
684,swirlix,fairy,,sweet-veil,unburden,,62,48,66,59,57,49,3.5,0.4,341,4092,3534,0.8135591841425112,156,185,1.0,0
685,slurpuff,fairy,,sweet-veil,unburden,,82,80,86,85,75,72,5.0,0.8,480,7052,6150,0.9411763598616046,237,243,1.0,1
686,inkay,dark,psychic,contrary,suction-cups,infiltrator,53,54,53,37,46,45,3.5,0.4,288,2809,2438,1.4594590650110635,136,152,1.0,0
687,malamar,dark,psychic,contrary,suction-cups,infiltrator,86,92,88,68,75,73,47.0,1.5,482,7568,6450,1.3529409775086798,233,249,1.0,1
688,binacle,rock,water,tough-claws,sniper,pickpocket,42,52,67,39,56,50,31.0,0.5,306,2814,2352,1.333332991453079,141,165,1.0,1
689,barbaracle,rock,water,tough-claws,sniper,pickpocket,72,105,115,54,86,68,96.0,1.3,500,8280,6192,1.9444440843622064,227,273,1.0,1
690,skrelp,poison,water,poison-point,poison-touch,adaptability,50,60,60,60,60,30,7.3,0.5,320,3000,3000,0.9999998333333611,150,170,1.0,0
691,dragalge,poison,dragon,poison-point,poison-touch,adaptability,65,75,90,97,123,44,81.5,1.8,494,5850,7995,0.773195796577753,216,278,1.0,0
692,clauncher,water,,mega-launcher,,,50,53,62,58,63,44,8.3,0.5,330,3100,3150,0.9137929458977679,155,175,1.0,0
693,clawitzer,water,,mega-launcher,,,71,73,88,120,89,59,35.3,1.3,500,6248,6319,0.6083332826388931,252,248,1.0,1
694,helioptile,electric,normal,dry-skin,sand-veil,solar-power,44,38,33,61,43,70,6.0,0.5,289,1452,1892,0.6229507175490626,169,120,1.0,1
695,heliolisk,electric,normal,dry-skin,sand-veil,solar-power,62,55,52,109,94,109,21.0,1.0,481,3224,5828,0.5045871096709074,273,208,1.0,3
696,tyrunt,rock,dragon,strong-jaw,sturdy,,58,89,77,45,45,48,26.0,0.8,362,4466,2610,1.9777773382717025,182,180,1.0,0
697,tyrantrum,rock,dragon,strong-jaw,rock-head,,82,121,119,69,59,71,270.0,2.5,521,9758,4838,1.7536229342575458,261,260,1.0,1
698,amaura,rock,ice,refrigerate,snow-warning,,77,59,50,67,63,46,25.2,1.3,362,3850,4851,0.8805968834930025,172,190,1.0,0
699,aurorus,rock,ice,refrigerate,snow-warning,,123,77,72,99,92,58,225.0,2.7,521,8856,11316,0.7777776992143738,234,287,1.0,1
700,sylveon,fairy,,cute-charm,pixilate,,95,65,65,110,130,60,23.5,1.0,525,6175,12350,0.5909090371900875,235,290,1.0,1
701,hawlucha,fighting,flying,limber,unburden,mold-breaker,78,92,75,74,63,118,21.5,0.8,500,5850,4914,1.2432430752374222,284,216,1.0,3
702,dedenne,electric,fairy,cheek-pouch,pickup,plus,67,58,57,81,67,101,2.2,0.2,431,3819,4489,0.7160492943149019,240,191,1.0,3
703,carbink,rock,fairy,clear-body,sturdy,,50,50,150,50,150,50,5.7,0.3,500,7500,7500,0.99999980000004,150,350,1.0,1
704,goomy,dragon,,sap-sipper,hydration,gooey,45,50,35,55,75,40,2.8,0.3,300,1575,3375,0.9090907438016829,145,155,1.0,0
705,sliggoo,dragon,,sap-sipper,hydration,gooey,68,75,53,83,113,60,17.5,0.8,452,3604,7684,0.9036143489621266,218,234,1.0,1
706,goodra,dragon,,sap-sipper,hydration,gooey,90,100,70,110,150,80,150.5,2.0,600,6300,13500,0.9090908264462885,290,310,1.0,2
707,klefki,steel,fairy,prankster,magician,,57,80,91,80,87,75,3.0,0.2,470,5187,4959,0.9999998750000156,235,235,1.0,1
708,phantump,ghost,grass,natural-cure,frisk,harvest,43,70,48,50,60,38,7.0,0.4,309,2064,2580,1.399999720000056,158,151,1.0,0
709,trevenant,ghost,grass,natural-cure,frisk,harvest,85,110,76,65,82,56,71.0,1.5,474,6460,6970,1.6923074319527027,231,243,1.0,1
710,pumpkaboo-average,ghost,grass,pickup,frisk,insomnia,49,66,70,44,55,51,5.0,0.4,335,3430,2695,1.4999996590909865,161,174,1.0,1
711,gourgeist-average,ghost,grass,pickup,frisk,insomnia,65,90,122,58,75,84,12.5,0.9,494,7930,4875,1.551723870392436,232,262,1.0,2
712,bergmite,ice,,own-tempo,ice-body,sturdy,55,69,85,32,35,28,99.5,1.0,304,4675,1925,2.156249326172085,129,175,1.0,0
713,avalugg,ice,,own-tempo,ice-body,sturdy,95,117,184,44,46,28,505.0,2.0,514,17480,4370,2.6590903047522034,189,325,1.0,0
714,noibat,flying,dragon,frisk,infiltrator,telepathy,40,30,35,45,40,55,8.0,0.5,245,1400,1600,0.6666665185185514,130,115,1.0,1
715,noivern,flying,dragon,frisk,infiltrator,telepathy,85,70,80,97,80,123,85.0,1.5,535,6800,6800,0.721649410139236,290,245,1.0,4
716,xerneas,fairy,,fairy-aura,,,126,131,95,131,98,99,215.0,3.0,680,11970,12348,0.9999999236641279,361,319,1.0,2
717,yveltal,dark,flying,dark-aura,,,126,131,95,131,98,99,203.0,5.8,680,11970,12348,0.9999999236641279,361,319,1.0,2
718,zygarde-50,dragon,ground,aura-break,,,108,100,121,81,95,95,305.0,5.0,600,13068,10260,1.2345677488187965,276,324,1.0,2
719,diancie,rock,fairy,clear-body,,,50,100,150,100,150,50,8.8,0.7,600,7500,7500,0.9999999000000099,250,350,1.0,1
720,hoopa,psychic,ghost,magician,,,80,110,60,150,130,70,9.0,0.5,600,4800,10400,0.7333332844444477,330,270,1.0,1
721,volcanion,fire,water,water-absorb,,,80,110,120,130,90,70,195.0,1.7,600,9600,7200,0.8461537810650938,310,290,1.0,1
722,rowlet,grass,flying,overgrow,long-reach,,68,55,55,50,50,42,1.5,0.3,320,3740,3400,1.0999997800000438,147,173,1.0,0
723,dartrix,grass,flying,overgrow,long-reach,,78,75,75,70,70,52,16.0,0.7,420,5850,5460,1.0714284183673688,197,223,1.0,1
724,decidueye,grass,ghost,overgrow,long-reach,,78,107,75,100,100,70,36.6,1.6,530,5850,7800,1.0699998930000107,277,253,1.0,1
725,litten,fire,,blaze,intimidate,,45,65,40,60,40,70,4.3,0.4,320,1800,1800,1.0833331527778078,195,125,1.0,1
726,torracat,fire,,blaze,intimidate,,65,85,50,80,50,90,25.0,0.7,420,3250,3250,1.0624998671875165,255,165,1.0,2
727,incineroar,fire,dark,blaze,intimidate,,95,115,90,80,90,60,83.0,1.8,530,8550,8550,1.4374998203125224,255,275,1.0,1
728,popplio,water,,torrent,liquid-voice,,50,54,54,66,56,40,7.5,0.4,320,2700,2800,0.8181816942148947,160,160,1.0,0
729,brionne,water,,torrent,liquid-voice,,60,69,69,91,81,50,17.5,0.6,420,4140,4860,0.7582416749184973,210,210,1.0,1
730,primarina,water,fairy,torrent,liquid-voice,,80,74,74,126,116,60,44.0,1.8,530,5920,9280,0.5873015406903539,260,270,1.0,1
731,pikipek,normal,flying,keen-eye,skill-link,pickup,35,75,30,30,30,65,1.2,0.3,265,1050,1050,2.4999991666669446,170,95,1.0,1
732,trumbeak,normal,flying,keen-eye,skill-link,pickup,55,85,50,40,50,75,14.8,0.6,355,2750,2750,2.124999468750133,200,155,1.0,1
733,toucannon,normal,flying,keen-eye,skill-link,sheer-force,80,120,75,75,75,60,26.0,1.1,485,6000,6000,1.599999786666695,255,230,1.0,1
734,yungoos,normal,,stakeout,strong-jaw,adaptability,48,70,30,30,30,45,6.0,0.4,253,1440,1440,2.3333325555558146,145,108,1.0,0
735,gumshoos,normal,,stakeout,strong-jaw,adaptability,88,110,60,55,60,45,14.2,0.7,418,5280,5280,1.9999996363637023,210,208,1.0,0
736,grubbin,bug,,swarm,,,47,62,45,55,45,46,4.4,0.4,300,2115,2115,1.1272725223140867,163,137,1.0,0
737,charjabug,bug,electric,battery,,,57,82,95,55,75,36,10.5,0.5,400,5415,4275,1.49090881983476,173,227,1.0,0
738,vikavolt,bug,electric,levitate,,,77,70,90,145,75,43,45.0,1.5,500,6930,5775,0.4827585873959595,258,242,1.0,0
739,crabrawler,fighting,,hyper-cutter,iron-fist,anger-point,47,82,57,42,47,63,7.0,0.6,338,2679,2209,1.9523804875284552,187,151,1.0,1
740,crabominable,fighting,ice,hyper-cutter,iron-fist,anger-point,97,132,77,62,67,43,180.0,1.7,478,7469,6499,2.1290319146722716,237,241,1.0,0
741,oricorio-baile,fire,flying,dancer,,,75,70,70,98,70,93,3.4,0.6,476,5250,5250,0.7142856413994243,261,215,1.0,2
742,cutiefly,bug,fairy,honey-gather,shield-dust,sweet-veil,40,45,40,55,40,84,0.2,0.1,304,1600,1600,0.8181816694215146,184,120,1.0,2
743,ribombee,bug,fairy,honey-gather,shield-dust,sweet-veil,60,55,60,95,70,124,0.5,0.2,464,3600,4200,0.5789473074792307,274,190,1.0,4
744,rockruff,rock,,keen-eye,vital-spirit,steadfast,45,65,40,30,40,60,9.2,0.5,280,1800,1800,2.166665944444685,155,125,1.0,1
745,lycanroc-midday,rock,,keen-eye,sand-rush,steadfast,75,115,65,55,65,112,25.0,0.8,487,4875,4875,2.0909087107438706,282,205,1.0,3
746,wishiwashi-solo,water,,schooling,,,45,20,20,25,25,40,0.3,0.2,175,900,1125,0.799999680000128,85,90,1.0,0
747,mareanie,poison,water,merciless,limber,regenerator,50,53,62,43,52,45,8.0,0.4,305,3100,2600,1.2325578528935226,141,164,1.0,0
748,toxapex,poison,water,merciless,limber,regenerator,50,63,152,53,142,35,14.5,0.7,495,7600,7100,1.1886790210039582,151,344,1.0,0
749,mudbray,ground,,own-tempo,stamina,inner-focus,70,100,70,45,55,45,110.0,1.0,385,4900,3850,2.2222217283951715,190,195,1.0,0
750,mudsdale,ground,,own-tempo,stamina,inner-focus,100,125,100,55,85,35,920.0,2.5,500,10000,8500,2.2727268595042074,215,285,1.0,0
751,dewpider,water,bug,water-bubble,water-absorb,,38,40,52,40,72,27,4.0,0.3,269,1976,2736,0.9999997500000625,107,162,1.0,0
752,araquanid,water,bug,water-bubble,water-absorb,,68,70,92,50,132,42,82.0,1.8,454,6256,8976,1.399999720000056,162,292,1.0,0
753,fomantis,grass,,leaf-guard,contrary,,40,55,35,50,35,35,1.5,0.3,250,1400,1400,1.0999997800000438,140,110,1.0,0
754,lurantis,grass,,leaf-guard,contrary,,70,105,90,80,90,45,18.5,0.9,480,6300,6300,1.3124998359375204,230,250,1.0,0
755,morelull,grass,fairy,illuminate,effect-spore,rain-dish,40,35,55,65,75,15,1.5,0.2,285,2200,3000,0.5384614556213145,115,170,1.0,0
756,shiinotic,grass,fairy,illuminate,effect-spore,rain-dish,60,45,80,90,100,30,11.5,1.0,405,4800,6000,0.4999999444444506,165,240,1.0,0
757,salandit,poison,fire,corrosion,oblivious,,48,44,40,71,40,77,4.8,0.6,320,1920,1920,0.6197182225748982,192,128,1.0,1
758,salazzle,poison,fire,corrosion,oblivious,,68,64,60,111,60,117,22.2,1.2,480,4080,4080,0.5765765246327456,292,188,1.0,3
759,stufful,normal,fighting,fluffy,klutz,cute-charm,70,75,50,45,50,50,6.8,0.5,340,3500,3500,1.6666662962963785,170,170,1.0,1
760,bewear,normal,fighting,fluffy,klutz,unnerve,120,125,80,55,60,60,135.0,2.1,500,9600,7200,2.2727268595042074,240,260,1.0,1
761,bounsweet,grass,,leaf-guard,oblivious,sweet-veil,42,30,38,30,38,32,3.2,0.3,210,1596,1596,0.9999996666667778,92,118,1.0,0
762,steenee,grass,,leaf-guard,oblivious,sweet-veil,52,40,48,40,48,62,8.2,0.7,290,2496,2496,0.9999997500000625,142,148,1.0,1
763,tsareena,grass,,leaf-guard,queenly-majesty,sweet-veil,72,120,98,50,98,72,21.4,1.2,510,7056,7056,2.3999995200000956,242,268,1.0,1
764,comfey,fairy,,flower-veil,triage,natural-cure,51,52,90,82,110,100,0.3,0.1,485,4590,5610,0.6341462641285044,234,251,1.0,3
765,oranguru,normal,psychic,inner-focus,telepathy,symbiosis,90,60,80,90,110,60,76.0,1.5,490,7200,9900,0.6666665925926007,210,280,1.0,1
766,passimian,fighting,,receiver,defiant,,100,120,90,40,60,80,82.8,2.0,490,9000,6000,2.999999250000187,240,250,1.0,2
767,wimpod,bug,water,wimp-out,,,25,35,40,20,30,80,12.0,0.5,230,1000,750,1.7499991250004376,135,95,1.0,2
