a_weakness_overlap,a_role_balance,a_speed_variance,a_bst_efficiency,b_weakness_overlap,b_role_balance,b_speed_variance,b_bst_efficiency,team_a_wins
1,0.75,1.0897247358851685,0.8568187531422825,0,0.5,0.82915619758885,0.8888333802420489,1
1,1.0,1.299038105676658,0.8363827349121467,4,0.75,1.0897247358851685,0.8587962962962964,0
0,0.75,0.82915619758885,0.8633277198080395,0,1.0,1.0897247358851685,0.8672222222222222,0
1,0.75,1.224744871391589,0.8715448531193718,0,0.75,1.5811388300841898,0.8716859814042855,0
4,0.75,0.7071067811865476,0.8732317897412237,1,0.75,1.118033988749895,0.8108968911327493,0
3,0.75,1.0897247358851685,0.8769036144858555,1,1.0,1.6393596310755,0.8486236107442842,0
0,1.0,1.118033988749895,0.8291092608315324,3,1.0,1.5,0.8842830139389997,0
3,1.0,0.82915619758885,0.8571285332314744,0,0.75,0.8660254037844386,0.8855234986332547,1
1,0.75,1.0897247358851685,0.8561009983645516,0,0.5,0.4330127018922193,0.882421805688315,1
0,0.75,0.7071067811865476,0.8761163372231484,1,0.75,1.299038105676658,0.8575625267787774,0
1,0.75,1.0897247358851685,0.8607174664018159,0,0.75,1.299038105676658,0.8543193963617273,0
1,0.75,1.5,0.8780562509665946,2,0.75,1.6583123951777,0.8645821256598728,0
1,0.5,1.6393596310755,0.846541127790338,1,0.5,0.5,0.8769244716640955,0
1,0.75,0.4330127018922193,0.8507633366890095,2,0.75,0.8660254037844386,0.840113741667414,0
0,0.5,0.7071067811865476,0.8443283004258615,3,1.0,1.5,0.8800838940525745,0
3,0.75,0.5,0.8640315598223798,1,0.75,0.7071067811865476,0.8533950118508943,0
0,1.0,1.299038105676658,0.8386425108599131,0,1.0,1.118033988749895,0.8467049329454958,0
0,0.75,0.8660254037844386,0.8659632895439417,0,1.0,1.299038105676658,0.8689687100893997,0
3,0.75,0.8660254037844386,0.8573576960718872,1,0.75,1.299038105676658,0.8507760050306372,0
4,0.75,0.82915619758885,0.8356826096804377,1,1.0,1.0897247358851685,0.8264142265952084,1
0,0.75,1.7853571071357126,0.8558909348824187,5,0.75,1.0897247358851685,0.8827589161543198,0
1,1.0,0.4330127018922193,0.8619100961264539,1,0.75,1.5,0.8534354581475283,0
3,0.75,0.82915619758885,0.8540306035292711,1,0.5,1.5,0.9021337843803539,1
0,0.5,0.0,0.8705050111690968,1,0.5,0.82915619758885,0.8520436860473009,0
3,0.75,0.4330127018922193,0.851911305521394,1,0.75,0.4330127018922193,0.8717638447079237,1
2,0.75,1.6393596310755,0.9025107218028454,2,0.75,0.5,0.8687859133195459,0
1,0.5,1.118033988749895,0.8649104683195592,0,1.0,1.4142135623730951,0.8643977732793523,0
0,0.75,0.4330127018922193,0.8616343226788432,0,0.75,0.82915619758885,0.8643413310449157,0
2,0.75,0.7071067811865476,0.8420519157975436,2,0.75,1.4142135623730951,0.8585433747085578,1
0,0.75,0.5,0.8922277071559928,0,0.5,0.4330127018922193,0.8294595522429596,1
0,1.0,0.82915619758885,0.8749833907922143,1,0.5,1.6583123951777,0.8668754298153497,0
2,1.0,0.5,0.8552508387877863,2,0.75,0.5,0.8853703703703705,1
1,0.5,0.4330127018922193,0.8808640411857057,1,0.75,0.5,0.8573533837460801,0
1,0.75,0.4330127018922193,0.8357633228840126,1,0.75,1.299038105676658,0.8536014382836628,0
2,1.0,1.224744871391589,0.8610367396697445,1,0.75,0.8660254037844386,0.8528377402012357,1
1,0.75,0.5,0.8587251040239952,0,0.5,0.8660254037844386,0.8961824747305096,1
1,0.5,1.0,0.8522179574135733,1,0.75,1.224744871391589,0.847208538587849,0
3,0.75,1.224744871391589,0.841188671787661,1,0.5,1.6583123951777,0.8846110100090991,0
0,0.5,1.224744871391589,0.8585579973195757,4,0.75,0.82915619758885,0.8399478231795305,0
1,1.0,1.118033988749895,0.8572350381497378,0,0.5,0.0,0.8634976397222799,1
0,1.0,1.6583123951777,0.8574929971988796,0,0.5,1.479019945774904,0.8598560744144457,0
0,0.75,1.5,0.8894508751144556,2,0.75,0.4330127018922193,0.8574736173616286,1
2,0.75,1.0897247358851685,0.8982000193186026,0,0.75,0.4330127018922193,0.8836384638257966,0
3,0.75,1.224744871391589,0.8890298742138364,2,1.0,1.0,0.8754592593186512,1
0,0.5,0.5,0.870955710955711,1,0.75,1.224744871391589,0.8377548510107553,1
3,0.5,0.82915619758885,0.8559169067224466,1,0.5,0.4330127018922193,0.8635173066702099,0
3,0.75,1.6393596310755,0.8799308349697661,3,0.5,0.4330127018922193,0.8745387277201488,1
0,0.5,0.8660254037844386,0.8538884512319774,0,0.75,0.5,0.8457825776374164,1
2,1.0,1.118033988749895,0.8466015134548169,1,0.25,0.5,0.868590175344065,1
0,0.75,1.479019945774904,0.8964738964738964,4,0.75,1.7320508075688772,0.8998828512732031,1
0,0.5,1.5,0.7812498295284074,1,0.75,0.8660254037844386,0.8957077126994992,0
0,0.75,1.0897247358851685,0.8726374570446735,1,0.5,0.82915619758885,0.8255985413033138,1
2,0.75,1.7853571071357126,0.8586605391420965,0,0.75,0.8660254037844386,0.8960577423721754,0
1,0.5,0.4330127018922193,0.8449257110659345,1,0.5,1.299038105676658,0.8698416816567502,0
2,0.75,0.7071067811865476,0.863943751072225,1,0.75,0.7071067811865476,0.8595545977011494,1
1,0.5,0.4330127018922193,0.8948611111111111,1,0.75,1.299038105676658,0.8162114845938376,0
0,0.5,0.0,0.8950530642369948,0,1.0,0.82915619758885,0.8470204322783115,1
0,0.75,0.4330127018922193,0.8346838973731547,0,1.0,0.82915619758885,0.8653966947400039,0
1,0.5,1.479019945774904,0.8345767262113394,0,0.5,1.224744871391589,0.8702157277895404,1
4,0.75,0.7071067811865476,0.8602918762028932,1,1.0,0.82915619758885,0.8753492647058824,1
2,1.0,0.7071067811865476,0.8689932343384595,1,0.75,0.8660254037844386,0.8665909090909091,0
3,0.75,0.7071067811865476,0.8146674030436917,1,0.75,0.5,0.8325153344556027,0
2,1.0,1.299038105676658,0.8304417298149643,0,1.0,0.7071067811865476,0.8707344036806599,1
1,0.5,0.82915619758885,0.906825477018376,1,1.0,1.0,0.8564698130147361,1
0,0.75,1.479019945774904,0.8997108477011494,2,1.0,1.479019945774904,0.8786924481346139,1
2,0.75,0.7071067811865476,0.8499842437792884,1,1.0,0.82915619758885,0.8597434799162383,0
2,0.75,0.7071067811865476,0.8641526471561812,1,0.75,0.5,0.859957631472742,1
2,0.75,0.7071067811865476,0.8403784692913228,1,0.75,1.7853571071357126,0.8550224944089042,0
1,0.75,0.8660254037844386,0.8588205390374928,3,1.0,1.299038105676658,0.8333405988375193,0
0,0.75,0.4330127018922193,0.8563848107749992,1,1.0,1.118033988749895,0.8539661319073084,0
2,0.5,1.6393596310755,0.8356015651607547,3,0.5,1.118033988749895,0.8854058441558441,1
0,0.5,0.82915619758885,0.8712124382729607,0,0.75,1.224744871391589,0.8727091659381375,1
2,0.75,0.82915619758885,0.8467537426300312,0,0.75,1.4142135623730951,0.8518127705627705,0
0,1.0,1.5,0.8569572829131652,2,0.75,0.7071067811865476,0.8593696512623021,1
0,1.0,1.7853571071357126,0.866210960673469,1,1.0,1.5811388300841898,0.8567016562158408,0
1,0.75,1.299038105676658,0.8831663862378752,1,1.0,0.5,0.8568566727451844,0
1,1.0,1.6583123951777,0.8646547386877055,0,0.75,0.82915619758885,0.8283621480508597,1
1,0.5,0.7071067811865476,0.8543180410096729,2,1.0,1.299038105676658,0.8531831885296491,0
2,0.5,1.118033988749895,0.8472732843137255,4,1.0,1.0897247358851685,0.8306769426346735,0
0,0.75,1.0897247358851685,0.8295889101338432,0,1.0,1.0897247358851685,0.8758715562331916,1
1,0.75,0.4330127018922193,0.8518026657803914,2,0.75,0.82915619758885,0.8721474377022268,0
0,0.75,1.5811388300841898,0.8428127585790606,4,0.75,1.0897247358851685,0.8767870537689241,1
3,0.75,1.5,0.8723298244334003,0,0.75,0.0,0.8940824915824916,1
1,0.75,0.4330127018922193,0.8771676042344898,3,0.5,0.4330127018922193,0.8613676453398791,1
3,0.75,1.0,0.8439291648862935,2,0.75,0.82915619758885,0.8624493298047335,1
0,1.0,1.118033988749895,0.8501138295288976,0,0.5,0.7071067811865476,0.8305214555441567,1
1,1.0,1.224744871391589,0.8343936241293143,0,0.5,0.4330127018922193,0.8667134577044364,1
0,0.75,1.118033988749895,0.8546511627906976,1,1.0,0.5,0.8682642026714401,1
1,0.75,0.82915619758885,0.8172799525026254,1,1.0,0.82915619758885,0.8463876284358212,1
2,0.5,1.0897247358851685,0.8522617454653583,1,0.5,0.5,0.8706799450549452,1
1,0.75,1.224744871391589,0.8674142845544015,3,0.75,1.118033988749895,0.8460387768100118,1
1,0.75,0.8660254037844386,0.8640592500397755,1,0.5,0.7071067811865476,0.8640921251593908,0
1,0.5,0.82915619758885,0.8537013308183492,1,0.75,1.5,0.8579449569899534,0
1,1.0,0.7071067811865476,0.868370715352523,1,0.75,0.82915619758885,0.8616338590860624,0
2,0.75,0.82915619758885,0.8656661488488369,3,1.0,0.82915619758885,0.8675796232169282,1
4,1.0,0.7071067811865476,0.8594784382284382,2,0.75,0.8660254037844386,0.8638482837182044,1
3,0.75,1.224744871391589,0.8623416673519386,1,1.0,0.7071067811865476,0.8253526645768025,1
1,0.75,0.7071067811865476,0.8802434493694782,3,1.0,0.82915619758885,0.8648262641613705,0
3,1.0,0.8660254037844386,0.8647403806395035,1,0.75,0.5,0.9134803921568628,1
0,0.75,0.82915619758885,0.8488358520298677,0,1.0,0.5,0.8529512342992964,0
1,0.75,0.82915619758885,0.8358850350105845,3,0.5,1.118033988749895,0.8556327470557323,1
2,0.5,0.7071067811865476,0.8719097267646375,2,0.75,0.5,0.8575725620263438,1
1,0.5,1.118033988749895,0.875921747825269,1,0.75,1.118033988749895,0.8710211598746082,0
1,0.75,0.82915619758885,0.8664007606573697,2,0.75,1.5811388300841898,0.8808340755604241,0
0,0.75,0.82915619758885,0.8521367372800374,3,1.0,1.299038105676658,0.8729739666638504,1
2,1.0,0.82915619758885,0.8548208973923728,0,0.75,0.5,0.8868809737156511,1
0,0.75,0.82915619758885,0.8714411027568922,0,0.75,1.0897247358851685,0.8148455975361601,1
2,0.75,0.82915619758885,0.8625788329995705,3,1.0,0.82915619758885,0.8936649659863944,0
3,1.0,0.7071067811865476,0.8454895575724729,1,0.5,0.4330127018922193,0.8666933527413877,1
3,0.75,1.0,0.872658368751265,1,0.5,1.6393596310755,0.8632753051660582,1
3,0.75,0.4330127018922193,0.8351824660435283,1,0.5,1.224744871391589,0.8853112832884222,0
0,0.5,1.5,0.813459051724138,2,1.0,0.82915619758885,0.8574029413155531,0
0,0.75,0.7071067811865476,0.8671192971250916,0,0.75,1.5,0.8720046094486024,0
2,0.75,0.5,0.8640848214285715,2,1.0,1.118033988749895,0.8318613420711508,1
0,0.5,0.4330127018922193,0.8594983590790595,2,0.75,1.118033988749895,0.8680964889053853,0
0,1.0,0.82915619758885,0.8262774027511938,0,0.75,1.5,0.8331360946745563,0
0,0.5,1.299038105676658,0.8983411397345824,0,1.0,1.5,0.8522238613406103,0
