id,name,type,category,base_power,accuracy,priority,target,flags,secondary,boosts,self,volatileStatus,selfSwitch,recoil,drain,multihit,selfdestruct,critRatio
hydrosteam,Hydro Steam,water,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""defrost"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hydrovortex,Hydro Vortex,water,Physical,1,true,0,normal,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hyperbeam,Hyper Beam,normal,Special,150,90,0,normal,"{""recharge"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},"{""volatileStatus"": ""mustrecharge""}",,False,"[0, 1]","[0, 1]",1,,1
hyperdrill,Hyper Drill,normal,Physical,100,100,0,normal,"{""contact"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hyperfang,Hyper Fang,normal,Physical,80,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bite"": 1}","{""chance"": 10, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
hyperspacefury,Hyperspace Fury,dark,Physical,100,true,0,normal,"{""mirror"": 1, ""bypasssub"": 1, ""nosketch"": 1}",{},{},"{""boosts"": {""def"": -1}}",,False,"[0, 1]","[0, 1]",1,,1
hyperspacehole,Hyperspace Hole,psychic,Special,80,true,0,normal,"{""mirror"": 1, ""bypasssub"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hypervoice,Hyper Voice,normal,Special,90,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hypnosis,Hypnosis,psychic,Status,0,60,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
iceball,Ice Ball,ice,Physical,30,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""failinstruct"": 1, ""bullet"": 1, ""noparentalbond"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
icebeam,Ice Beam,ice,Special,90,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""status"": ""frz""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
iceburn,Ice Burn,ice,Special,140,90,0,normal,"{""charge"": 1, ""protect"": 1, ""mirror"": 1, ""nosleeptalk"": 1, ""failinstruct"": 1}","{""chance"": 30, ""status"": ""brn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
icefang,Ice Fang,ice,Physical,65,95,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bite"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
icehammer,Ice Hammer,ice,Physical,100,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""metronome"": 1}",{},{},"{""boosts"": {""spe"": -1}}",,False,"[0, 1]","[0, 1]",1,,1
icepunch,Ice Punch,ice,Physical,75,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""metronome"": 1}","{""chance"": 10, ""status"": ""frz""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
iceshard,Ice Shard,ice,Physical,40,100,1,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
icespinner,Ice Spinner,ice,Physical,80,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
iciclecrash,Icicle Crash,ice,Physical,85,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
iciclespear,Icicle Spear,ice,Physical,25,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]","[2, 5]",,1
icywind,Icy Wind,ice,Special,55,95,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""wind"": 1}","{""chance"": 100, ""boosts"": {""spe"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
imprison,Imprison,psychic,Status,0,true,0,self,"{""snatch"": 1, ""bypasssub"": 1, ""metronome"": 1, ""mustpressure"": 1}",{},{},{},imprison,False,"[0, 1]","[0, 1]",1,,1
incinerate,Incinerate,fire,Special,60,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
infernalparade,Infernal Parade,ghost,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""status"": ""brn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
inferno,Inferno,fire,Special,100,50,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""status"": ""brn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
infernooverdrive,Inferno Overdrive,fire,Physical,1,true,0,normal,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
infestation,Infestation,bug,Special,20,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},partiallytrapped,False,"[0, 1]","[0, 1]",1,,1
ingrain,Ingrain,grass,Status,0,true,0,self,"{""snatch"": 1, ""nonsky"": 1, ""metronome"": 1}",{},{},{},ingrain,False,"[0, 1]","[0, 1]",1,,1
instruct,Instruct,psychic,Status,0,true,0,normal,"{""protect"": 1, ""bypasssub"": 1, ""allyanim"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
iondeluge,Ion Deluge,electric,Status,0,true,1,all,"{""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
irondefense,Iron Defense,steel,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""def"": 2}",{},,False,"[0, 1]","[0, 1]",1,,1
ironhead,Iron Head,steel,Physical,80,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
irontail,Iron Tail,steel,Physical,100,75,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""boosts"": {""def"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
ivycudgel,Ivy Cudgel,grass,Physical,100,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,2
jawlock,Jaw Lock,dark,Physical,80,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bite"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
jetpunch,Jet Punch,water,Physical,60,100,1,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
judgment,Judgment,normal,Special,100,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
jumpkick,Jump Kick,fighting,Physical,100,95,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""gravity"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
junglehealing,Jungle Healing,grass,Status,0,true,0,allies,"{""heal"": 1, ""bypasssub"": 1, ""allyanim"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
karatechop,Karate Chop,fighting,Physical,50,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,2
kinesis,Kinesis,psychic,Status,0,80,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},"{""accuracy"": -1}",{},,False,"[0, 1]","[0, 1]",1,,1
kingsshield,King's Shield,steel,Status,0,true,4,self,"{""noassist"": 1, ""failcopycat"": 1, ""failinstruct"": 1}",{},{},{},kingsshield,False,"[0, 1]","[0, 1]",1,,1
knockoff,Knock Off,dark,Physical,65,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
kowtowcleave,Kowtow Cleave,dark,Physical,85,true,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""slicing"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
landswrath,Land's Wrath,ground,Physical,90,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
laserfocus,Laser Focus,normal,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},{},{},laserfocus,False,"[0, 1]","[0, 1]",1,,1
lashout,Lash Out,dark,Physical,75,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
lastresort,Last Resort,normal,Physical,140,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
lastrespects,Last Respects,ghost,Physical,50,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
lavaplume,Lava Plume,fire,Special,80,100,0,allAdjacent,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""status"": ""brn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
leafage,Leafage,grass,Physical,40,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
leafblade,Leaf Blade,grass,Physical,90,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""slicing"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,2
leafstorm,Leaf Storm,grass,Special,130,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},"{""boosts"": {""spa"": -2}}",,False,"[0, 1]","[0, 1]",1,,1
leaftornado,Leaf Tornado,grass,Special,65,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 50, ""boosts"": {""accuracy"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
leechlife,Leech Life,bug,Physical,80,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[1, 2]",1,,1
leechseed,Leech Seed,grass,Status,0,90,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},leechseed,False,"[0, 1]","[0, 1]",1,,1
leer,Leer,normal,Status,0,100,0,allAdjacentFoes,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},"{""def"": -1}",{},,False,"[0, 1]","[0, 1]",1,,1
letssnuggleforever,Let's Snuggle Forever,fairy,Physical,190,true,0,normal,"{""contact"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
lick,Lick,ghost,Physical,30,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""status"": ""par""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
lifedew,Life Dew,water,Status,0,true,0,allies,"{""snatch"": 1, ""heal"": 1, ""bypasssub"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
lightofruin,Light of Ruin,fairy,Special,140,90,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[1, 2]","[0, 1]",1,,1
lightscreen,Light Screen,psychic,Status,0,true,0,allySide,"{""snatch"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
lightthatburnsthesky,Light That Burns the Sky,psychic,Special,200,true,0,normal,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
liquidation,Liquidation,water,Physical,85,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 20, ""boosts"": {""def"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
lockon,Lock-On,normal,Status,0,true,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
lovelykiss,Lovely Kiss,normal,Status,0,75,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
lowkick,Low Kick,fighting,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
lowsweep,Low Sweep,fighting,Physical,65,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""boosts"": {""spe"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
luckychant,Lucky Chant,normal,Status,0,true,0,allySide,"{""snatch"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
luminacrash,Lumina Crash,psychic,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""boosts"": {""spd"": -2}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
lunarblessing,Lunar Blessing,psychic,Status,0,true,0,allies,"{""snatch"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
lunardance,Lunar Dance,psychic,Status,0,true,0,self,"{""snatch"": 1, ""dance"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,ifHit,1
lunge,Lunge,bug,Physical,80,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""boosts"": {""atk"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
lusterpurge,Luster Purge,psychic,Special,95,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 50, ""boosts"": {""spd"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
machpunch,Mach Punch,fighting,Physical,40,100,1,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
magicalleaf,Magical Leaf,grass,Special,60,true,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
magicaltorque,Magical Torque,fairy,Physical,100,100,0,normal,"{""protect"": 1, ""failencore"": 1, ""failmefirst"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failcopycat"": 1, ""failmimic"": 1, ""failinstruct"": 1, ""nosketch"": 1}","{""chance"": 30, ""volatileStatus"": ""confusion""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
magiccoat,Magic Coat,psychic,Status,0,true,4,self,"{""metronome"": 1}",{},{},{},magiccoat,False,"[0, 1]","[0, 1]",1,,1
magicpowder,Magic Powder,psychic,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""allyanim"": 1, ""metronome"": 1, ""powder"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
magicroom,Magic Room,psychic,Status,0,true,0,all,"{""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
magmastorm,Magma Storm,fire,Special,100,75,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},partiallytrapped,False,"[0, 1]","[0, 1]",1,,1
magnetbomb,Magnet Bomb,steel,Physical,60,true,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bullet"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
magneticflux,Magnetic Flux,electric,Status,0,true,0,allySide,"{""snatch"": 1, ""distance"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
magnetrise,Magnet Rise,electric,Status,0,true,0,self,"{""snatch"": 1, ""gravity"": 1, ""metronome"": 1}",{},{},{},magnetrise,False,"[0, 1]","[0, 1]",1,,1
magnitude,Magnitude,ground,Physical,0,100,0,allAdjacent,"{""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
makeitrain,Make It Rain,steel,Special,120,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1}",{},{},"{""boosts"": {""spa"": -1}}",,False,"[0, 1]","[0, 1]",1,,1
maliciousmoonsault,Malicious Moonsault,dark,Physical,180,true,0,normal,"{""contact"": 1, ""minimize"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
malignantchain,Malignant Chain,poison,Special,100,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 50, ""status"": ""tox""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
matblock,Mat Block,fighting,Status,0,true,0,allySide,"{""snatch"": 1, ""nonsky"": 1, ""noassist"": 1, ""failcopycat"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
matchagotcha,Matcha Gotcha,grass,Special,80,90,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""defrost"": 1, ""heal"": 1, ""metronome"": 1}","{""chance"": 20, ""status"": ""brn""}",{},{},,False,"[0, 1]","[1, 2]",1,,1
maxairstream,Max Airstream,flying,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxdarkness,Max Darkness,dark,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxflare,Max Flare,fire,Physical,100,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxflutterby,Max Flutterby,bug,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxgeyser,Max Geyser,water,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxguard,Max Guard,normal,Status,0,true,4,self,{},{},{},{},maxguard,False,"[0, 1]","[0, 1]",1,,1
maxhailstorm,Max Hailstorm,ice,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxknuckle,Max Knuckle,fighting,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxlightning,Max Lightning,electric,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxmindstorm,Max Mindstorm,psychic,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxooze,Max Ooze,poison,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxovergrowth,Max Overgrowth,grass,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxphantasm,Max Phantasm,ghost,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxquake,Max Quake,ground,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxrockfall,Max Rockfall,rock,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxstarfall,Max Starfall,fairy,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxsteelspike,Max Steelspike,steel,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxstrike,Max Strike,normal,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
maxwyrmwind,Max Wyrmwind,dragon,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
meanlook,Mean Look,normal,Status,0,true,0,normal,"{""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
meditate,Meditate,psychic,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""atk"": 1}",{},,False,"[0, 1]","[0, 1]",1,,1
mefirst,Me First,normal,Status,0,true,0,adjacentFoe,"{""protect"": 1, ""bypasssub"": 1, ""failencore"": 1, ""failmefirst"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failcopycat"": 1, ""failmimic"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
megadrain,Mega Drain,grass,Special,40,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[1, 2]",1,,1
megahorn,Megahorn,bug,Physical,120,85,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
megakick,Mega Kick,normal,Physical,120,75,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
megapunch,Mega Punch,normal,Physical,80,85,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
memento,Memento,dark,Status,0,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},"{""atk"": -2, ""spa"": -2}",{},,False,"[0, 1]","[0, 1]",1,ifHit,1
menacingmoonrazemaelstrom,Menacing Moonraze Maelstrom,ghost,Special,200,true,0,normal,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
metalburst,Metal Burst,steel,Physical,0,100,0,scripted,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""failmefirst"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
metalclaw,Metal Claw,steel,Physical,50,95,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""self"": {""boosts"": {""atk"": 1}}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
metalsound,Metal Sound,steel,Status,0,85,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1, ""allyanim"": 1, ""metronome"": 1}",{},"{""spd"": -2}",{},,False,"[0, 1]","[0, 1]",1,,1
meteorassault,Meteor Assault,fighting,Physical,150,100,0,normal,"{""recharge"": 1, ""protect"": 1, ""mirror"": 1, ""failinstruct"": 1}",{},{},"{""volatileStatus"": ""mustrecharge""}",,False,"[0, 1]","[0, 1]",1,,1
meteorbeam,Meteor Beam,rock,Special,120,90,0,normal,"{""charge"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
meteormash,Meteor Mash,steel,Physical,90,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""metronome"": 1}","{""chance"": 20, ""self"": {""boosts"": {""atk"": 1}}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
metronome,Metronome,normal,Status,0,true,0,self,"{""failencore"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failcopycat"": 1, ""failmimic"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
mightycleave,Mighty Cleave,rock,Physical,95,100,0,normal,"{""contact"": 1, ""mirror"": 1, ""metronome"": 1, ""slicing"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
milkdrink,Milk Drink,normal,Status,0,true,0,self,"{""snatch"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
mimic,Mimic,normal,Status,0,true,0,normal,"{""protect"": 1, ""bypasssub"": 1, ""allyanim"": 1, ""failencore"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failcopycat"": 1, ""failmimic"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
mindblown,Mind Blown,fire,Special,150,100,0,allAdjacent,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
mindreader,Mind Reader,normal,Status,0,true,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
minimize,Minimize,normal,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""evasion"": 2}",{},minimize,False,"[0, 1]","[0, 1]",1,,1
miracleeye,Miracle Eye,psychic,Status,0,true,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},miracleeye,False,"[0, 1]","[0, 1]",1,,1
mirrorcoat,Mirror Coat,psychic,Special,0,100,-5,scripted,"{""protect"": 1, ""failmefirst"": 1, ""noassist"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
mirrormove,Mirror Move,flying,Status,0,true,0,normal,"{""failencore"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failcopycat"": 1, ""failmimic"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
mirrorshot,Mirror Shot,steel,Special,65,85,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""boosts"": {""accuracy"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
mist,Mist,ice,Status,0,true,0,allySide,"{""snatch"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
mistball,Mist Ball,psychic,Special,95,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bullet"": 1}","{""chance"": 50, ""boosts"": {""spa"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
mistyexplosion,Misty Explosion,fairy,Special,100,100,0,allAdjacent,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,always,1
mistyterrain,Misty Terrain,fairy,Status,0,true,0,all,"{""nonsky"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
moonblast,Moonblast,fairy,Special,95,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""boosts"": {""spa"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
moongeistbeam,Moongeist Beam,ghost,Special,100,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
moonlight,Moonlight,fairy,Status,0,true,0,self,"{""snatch"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
morningsun,Morning Sun,normal,Status,0,true,0,self,"{""snatch"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
